Mange
date_,idReunion,idRepas
1996-06-02,433,4174
1996-07-14,598,333
1971-10-28,138,4091
1983-09-11,253,2519
1983-07-27,674,647
1973-09-16,1802,1629
2017-07-04,563,348
2006-08-02,1996,4580
1973-06-13,1089,2896
1996-09-06,1374,293
2002-02-09,1528,464
2000-06-25,590,2619
1971-05-27,1890,103
2010-09-19,1538,312
2002-03-03,2094,2747
2015-07-27,1491,3884
1996-05-10,960,4335
2026-03-20,1421,332
1984-12-16,58,473
1977-03-17,969,2259
1971-11-27,1943,3132
2011-10-25,2054,2925
1986-08-14,1653,4741
2012-01-10,1871,1867
2014-07-11,123,2878
1980-10-24,504,2442
1983-12-23,526,320
1979-05-25,765,1236
2018-04-08,392,1151
2002-02-01,1294,2377
2020-06-23,1408,3916
1997-07-10,1897,4220
1976-03-06,2079,2749
1993-08-24,663,4317
2000-09-02,1991,3138
2013-01-03,25,3769
1978-02-28,125,4046
2015-07-09,390,3132
2008-04-13,1736,3913
1984-12-16,2010,914
1984-05-31,1037,1343
1983-10-25,36,3787
1991-04-19,150,2150
2015-08-19,425,4757
2019-03-06,1307,2561
2012-01-10,160,2967
2000-08-16,33,5004
2011-09-06,1229,3979
1973-11-24,2082,3690
2011-10-02,2094,1391
1970-10-22,1439,409
1995-02-26,329,858
2005-02-13,846,4091
2002-02-01,1881,3262
1979-11-15,895,1664
2006-11-01,1502,2972
2018-04-02,374,2307
2014-03-19,1698,2905
2011-10-02,1343,2705
2002-03-03,295,450
2002-03-03,509,4273
1973-08-25,524,4831
1988-10-06,1462,1869
2001-02-24,1498,3815
2006-12-31,1261,4861
1994-08-26,2058,222
1983-02-01,519,4292
2003-02-18,1324,1894
1995-08-10,574,2642
1987-11-07,546,1195
2015-06-04,117,4662
1970-08-19,1052,3244
2002-04-16,362,2412
2001-02-12,1939,3976
2021-05-02,1389,2359
2018-10-16,877,4008
1970-10-22,1728,501
2008-07-22,1422,3997
1992-05-19,243,2604
1982-03-06,2044,117
1971-06-15,873,4401
1982-09-13,371,2222
1996-10-31,132,2780
1990-06-27,1113,4264
2004-10-03,468,2363
1979-05-21,382,3499
2006-05-30,657,1749
2016-04-11,400,3278
2003-03-31,325,498
2017-07-04,804,320
2014-02-13,218,3851
2004-09-16,1810,2680
1991-03-15,1330,2153
2010-04-15,832,4477
2003-09-12,981,1000
1980-01-01,1545,3624
2001-02-04,1137,453
1983-12-23,1414,1261
2009-11-26,401,2885
2000-10-28,1955,242
1997-04-20,1687,2108
1985-06-13,1734,2591
1988-07-04,1392,1239
1971-06-17,1467,640
2016-09-10,219,3905
2023-05-02,483,3221
2007-09-08,275,2293
2019-01-20,404,4755
2023-10-21,215,3825
1985-08-07,1502,3928
2015-02-08,1833,1600
2000-04-05,2028,3115
1985-08-07,1833,603
1990-05-16,2096,2984
2001-02-12,422,4654
1990-05-16,1741,1811
2011-10-02,1018,3706
2012-06-11,719,555
2022-09-19,1495,3164
2006-11-01,1370,4383
1979-02-15,171,2943
1996-06-02,693,3867
2002-02-09,607,4838
1985-06-13,952,593
1996-05-10,1790,1254
1993-08-24,845,2986
1996-01-06,115,4792
2022-11-06,227,3408
1996-09-22,618,1137
2024-10-11,768,2558
2003-02-18,1080,1156
2004-09-16,1340,3535
1979-02-15,2017,1838
2012-12-27,474,2035
2002-05-24,456,2067
1979-06-07,1731,613
2022-07-01,387,1290
2005-02-13,1214,126
2018-10-06,1035,3208
1973-05-29,1001,4993
1993-04-22,504,1714
1988-07-06,580,4934
1986-01-29,152,2340
2006-07-06,242,3933
1991-10-10,340,1661
1983-12-23,1769,355
1997-07-18,27,1638
2011-10-25,984,1909
1979-06-07,735,3607
2018-10-16,775,1243
2003-09-12,1757,4125
2012-01-10,1058,994
2022-11-06,134,1260
2019-12-05,1233,3277
1970-06-19,1448,2187
2015-07-27,1047,2810
2004-09-16,146,606
1992-03-15,765,947
1974-07-13,862,2771
1985-03-27,1985,4406
1979-11-15,4,3086
1988-07-04,58,904
1974-01-30,217,854
1985-10-16,1912,255
1992-04-07,1987,4288
2006-05-30,590,1736
2009-02-02,1027,4846
2006-11-01,485,4451
1980-10-24,857,5068
2024-06-10,951,547
1974-11-08,185,1986
1983-02-07,203,1184
2024-11-12,1663,4748
2021-06-03,624,3283
1981-11-30,1702,1110
2000-08-16,1809,1028
1988-12-09,527,2651
1992-05-19,1493,5050
2001-07-11,1781,4613
2006-07-06,690,1118
1976-03-06,404,446
1975-07-09,1232,4373
1975-03-27,891,5034
1994-09-15,2040,2413
2007-04-14,453,4874
1988-11-17,217,3659
2024-05-12,965,4409
2003-12-16,731,862
1976-08-22,1082,2670
1971-08-01,1500,4234
1987-07-12,216,3938
1993-08-24,79,1328
2012-01-10,903,1336
1992-01-19,1554,587
1983-09-11,1350,24
2012-06-28,1559,4640
2018-10-06,616,4054
1988-07-05,29,3227
2010-04-15,1541,2377
2026-02-19,138,3070
1998-12-21,417,4778
1988-11-19,1493,338
1974-11-25,279,4567
2010-06-21,61,432
1985-06-11,961,3532
2000-09-06,587,2585
1998-12-21,408,2786
2017-06-12,1383,5060
2002-01-27,1965,4196
2000-09-06,1018,750
1995-12-04,675,2806
1987-11-07,1250,3331
1998-12-21,674,4952
2000-09-06,17,2822
1983-02-07,1580,1996
2000-10-10,1758,1835
1987-07-12,822,2933
1991-03-15,1491,4495
1973-05-01,828,3853
1993-03-26,501,4792
2005-07-19,1261,2040
2018-02-24,2082,454
1975-01-11,782,1235
2015-04-24,1966,1490
1997-04-20,1961,4788
2003-08-09,1747,5061
2021-12-10,1972,3850
1980-08-13,1455,4951
1979-03-21,166,3287
1990-06-27,139,1942
1978-04-17,1198,3742
1970-08-19,1593,2743
1980-06-15,1270,4777
1974-01-30,805,414
2018-03-18,1800,801
2008-08-28,407,686
1991-07-06,1240,4173
2016-04-11,577,1382
1986-06-19,577,1850
1983-04-29,1617,4694
1977-08-04,1425,116
1991-03-15,627,483
1978-02-28,1707,1938
1988-07-05,1432,4874
2015-11-02,637,1415
1985-08-07,589,957
1978-02-28,315,366
2024-06-19,1059,2136
1990-11-26,547,693
1996-09-06,630,3519
1978-03-18,869,1871
1996-05-04,883,552
2009-04-12,847,726
1971-03-11,173,2154
2009-11-26,1444,294
1973-11-22,708,1898
1979-08-20,2033,105
1970-08-16,1098,4075
2016-03-23,1834,3162
1979-02-15,1646,547
1984-12-31,457,4714
2010-09-16,1069,1899
1971-11-27,1657,182
2023-11-17,1789,3898
2019-02-22,1252,2172
2008-12-07,1130,3354
1986-04-19,157,4344
2007-04-14,579,3038
2003-09-12,2049,4407
2019-11-09,1331,4873
1973-08-25,761,3536
1971-05-20,1160,441
1988-10-04,1770,2118
1990-05-16,883,4886
1974-11-08,1450,2090
2006-05-30,1564,2721
1971-10-01,1164,5025
2008-11-12,597,5015
1995-12-04,1050,8
2014-12-01,1160,3032
1975-01-26,1750,987
2025-04-23,295,4354
2021-05-02,96,2684
1996-05-09,1531,1600
1972-05-28,1191,960
2003-08-09,978,1157
2021-05-02,2076,2548
2023-04-25,728,2509
2009-12-21,680,4400
1981-02-11,112,7
2014-07-03,2042,4280
2018-02-24,1499,4463
2018-02-24,424,3001
1975-07-13,1731,2210
2002-04-16,878,5100
1973-05-29,1295,3801
1979-05-25,1327,118
2008-12-07,790,1678
1978-08-07,574,4956
1970-06-19,855,177
1999-08-03,1812,3173
2018-06-05,209,4515
2000-01-03,719,2615
1991-03-06,1376,5032
2008-07-22,1523,4714
1982-09-13,1216,263
1995-08-30,1156,1880
2002-02-21,1396,2160
2009-10-25,1699,2269
1971-10-17,1521,1935
1985-03-22,584,1281
1979-02-14,795,3104
2008-04-13,433,4925
1976-03-06,35,1959
2011-10-02,443,585
2003-07-14,1755,1539
1975-09-11,477,1369
1971-10-17,402,2595
2011-09-06,51,4627
2009-12-21,949,4747
2016-12-26,941,126
1996-05-04,1081,1523
1994-09-26,152,2305
2008-02-29,199,1582
1993-08-07,1673,2526
1973-06-09,327,3097
2003-07-14,44,439
2016-03-23,220,1522
1984-01-06,72,670
1970-06-19,467,1501
2015-07-09,1555,3614
1975-07-09,378,66
2017-09-09,1562,2058
2002-12-03,1383,2636
2003-12-16,502,2502
1983-02-01,148,991
1970-08-19,1108,894
1978-07-30,379,4740
1978-03-20,1249,4089
2002-05-27,68,3269
1979-05-25,629,3219
1996-02-11,1443,3854
1990-02-02,1582,1882
2014-07-03,1102,3432
2022-07-03,812,879
2001-02-12,1598,4856
1989-07-03,468,599
2000-10-03,241,3265
1972-05-28,979,4142
2016-05-17,136,1491
2013-01-03,164,3067
1996-03-08,1129,4874
2005-09-06,1097,3180
2019-07-22,2080,784
1996-05-10,1318,4950
2000-06-28,1947,3936
1979-11-15,193,3260
1980-06-15,79,3295
1977-09-12,161,944
1994-08-14,1340,251
1973-11-22,1439,1475
2018-10-06,1073,3302
2018-10-25,1764,3631
2000-06-25,972,498
1978-03-18,84,3060
1988-10-06,1968,4607
2005-06-30,1338,3653
2024-10-11,845,1482
1972-05-28,375,4592
1973-10-20,2019,521
1982-02-11,237,1291
2013-03-11,72,348
2022-02-21,394,2851
2024-05-12,1770,1380
1974-11-08,970,4567
1996-05-09,335,4629
2016-10-29,1789,2352
2023-04-25,1165,1941
1978-07-30,1078,5036
2010-06-21,1304,935
2005-09-06,961,4180
1994-09-26,1591,4149
1980-08-13,1190,2281
2001-07-11,1199,4464
1971-07-24,541,488
1973-04-18,1379,1937
1978-11-23,237,1051
2019-12-22,1600,3899
1996-10-31,410,3567
2023-11-17,1012,2881
1990-02-21,63,308
1996-09-22,1673,3517
2002-02-09,986,960
1993-08-07,1611,4204
2015-08-19,1582,4493
1970-05-03,876,3169
1979-08-20,1577,1242
1985-08-11,761,2528
1985-08-07,1794,4979
1990-06-27,29,1702
1995-09-09,1188,2561
2000-10-10,577,4999
1980-06-15,849,2755
2013-08-12,1337,2038
1983-04-29,76,1524
1973-08-25,1822,2174
1992-09-16,850,2867
2009-11-26,982,58
1987-07-12,1099,669
1977-08-04,1474,1077
1991-10-10,1978,2595
1984-05-31,1024,3576
2012-06-11,1899,2504
2005-06-30,260,354
1990-10-22,844,94
2007-04-17,949,3605
1974-10-18,588,3982
1990-07-29,2071,864
2014-03-10,1900,3105
1989-07-03,628,2649
2000-01-03,190,4842
1999-08-23,536,3859
1973-08-25,1338,795
2026-03-06,1181,4638
1973-05-01,518,3049
1996-05-11,1189,569
1994-08-14,698,1390
1978-02-28,1107,4736
1992-05-27,2086,325
2014-02-21,1221,4583
2012-12-10,143,4721
2002-12-03,33,3298
2017-08-29,1643,2739
1973-05-29,1996,2649
2022-02-21,1472,4588
2015-11-02,1642,2547
1983-10-25,971,1740
1976-08-22,1820,4693
1993-04-22,886,1254
2004-12-15,881,4933
2014-06-21,1401,5032
2017-09-09,1238,432
2010-09-19,499,2490
1973-03-25,483,91
1994-09-26,1357,3042
1971-06-17,915,502
2019-12-22,352,1147
2012-01-10,1628,3776
1983-12-23,1237,1970
2024-03-04,892,2742
1994-09-26,1217,2682
1980-08-13,786,2683
2017-01-06,1710,2967
2010-09-16,1520,2508
2024-05-12,865,3313
1979-06-07,2003,586
1980-01-01,1826,1961
2016-03-27,1305,2199
2014-12-01,273,1152
2024-10-11,1272,3051
1985-08-07,680,2919
1973-01-15,803,4749
2019-06-11,842,2348
1994-11-16,401,3251
1979-05-25,351,1124
2022-02-21,1589,472
2002-01-18,1262,1430
2008-11-23,585,1815
1985-08-11,2013,389
2016-10-29,1864,4703
1976-10-24,505,4747
2026-03-20,396,1644
2014-11-25,1235,2728
2002-02-21,1552,435
1980-08-13,1636,4098
2019-11-09,1766,2769
2002-03-03,847,2343
2024-03-04,808,4707
1978-12-14,306,3554
1995-07-13,158,4233
1976-12-25,919,3413
1990-02-02,933,2761
2015-02-21,724,1391
2026-01-25,448,996
1977-03-17,1655,2678
1983-12-30,1411,121
2016-10-20,1765,871
2018-12-28,1366,4794
1988-11-17,1635,1349
1988-07-05,1938,1361
1998-09-11,1605,3515
2000-04-05,1223,1069
2016-03-23,88,3892
1983-09-11,1522,4358
2004-10-03,877,3519
1976-07-12,1299,2014
2007-04-09,1308,3393
2019-07-22,1232,4215
2017-08-26,956,1264
1985-03-27,1526,912
1994-09-15,666,4095
1982-03-28,1236,4181
1985-10-13,1482,425
2016-10-29,1536,1807
1991-03-06,510,3775
2017-01-06,1894,1843
2011-01-23,693,1813
1981-02-11,1558,4986
2022-02-21,1724,3455
1990-06-27,1076,4297
1997-04-30,25,3787
1977-09-02,1415,3396
1996-10-31,515,2193
1981-05-27,58,4573
2002-12-02,717,222
2000-06-25,101,3138
2019-10-17,1487,1099
2002-08-29,1749,4372
2018-06-05,1295,3890
1978-02-28,1330,4895
1999-06-07,1129,4410
2007-01-30,2015,2491
1979-05-25,1920,4766
1994-09-26,1450,386
1988-04-28,1261,4657
1975-06-05,664,1968
1987-11-07,1563,1963
1996-05-09,919,1169
1994-11-12,165,4012
2003-09-12,511,2402
1992-05-21,1070,963
1985-08-07,1055,3664
2008-04-13,992,4864
1976-08-22,1396,2378
2000-10-03,1067,27
2013-03-11,629,1641
2003-05-25,604,1204
2018-06-05,527,2377
2014-07-03,768,1986
1986-01-29,1355,4316
1987-05-22,481,2489
2011-09-06,1331,2466
1973-02-15,1548,2409
2024-06-10,27,1974
2016-03-27,1262,2139
1984-12-16,915,3276
1979-06-07,1780,3050
1985-03-22,956,3892
2017-09-09,572,2945
1977-09-12,1190,1693
2010-06-21,489,2240
2004-02-05,562,670
2020-04-21,1036,3346
2001-02-04,1475,5041
2017-06-12,466,3246
2009-11-26,1364,566
2025-04-19,257,4079
2011-09-06,712,946
1979-06-07,712,2163
2002-05-24,1237,1698
2003-12-16,11,4909
2000-10-03,1914,233
2019-01-07,69,2479
2009-04-20,895,4931
1976-12-25,1566,4006
2008-07-22,1456,220
1977-10-13,1246,3313
2002-01-27,1237,3711
1982-09-13,1648,3648
1995-08-10,846,856
1987-07-29,1110,542
1997-07-10,927,332
2019-03-06,1847,1774
2018-07-04,315,2656
2021-09-01,333,1331
1994-09-26,2045,2477
2000-06-28,1655,320
2009-12-29,1295,2627
2021-06-03,473,2282
2018-08-19,2013,2813
1993-04-09,273,3655
2000-09-06,1295,1596
1996-05-10,597,4962
1990-06-27,1981,1941
1988-12-09,1671,3987
1995-01-03,1455,4878
2006-05-30,1931,1595
1974-10-18,933,4268
1996-03-08,703,1330
1973-05-01,1289,2674
1993-01-20,1672,2672
1973-01-07,84,2796
2003-07-14,1607,2692
1993-02-24,482,4153
1984-09-27,1016,1567
1982-03-28,2044,3947
2008-07-22,715,306
2020-12-14,1555,423
2001-07-11,1402,1441
1978-08-07,1871,1197
2012-06-11,1862,889
1979-02-15,1397,2823
2019-06-11,2059,556
1991-10-10,292,2712
1996-05-04,1045,2942
1986-11-19,262,3402
1977-03-15,1717,3962
1974-11-25,1514,3425
2003-08-09,1612,4570
1979-08-20,642,3701
1974-11-25,1446,1528
1978-08-07,677,4025
1990-06-27,10,2586
1996-03-08,1224,2200
1973-05-29,1717,231
1990-11-26,1534,4799
1985-04-06,325,334
1987-07-12,611,185
2018-12-28,2067,5011
1997-04-20,1517,3949
2016-08-01,1078,2127
2001-02-24,788,2124
1985-03-22,255,518
1977-03-20,123,4150
1973-09-16,1409,3569
1985-08-07,1368,1353
1974-05-13,441,2754
1990-12-22,1874,2573
1979-02-15,1076,2271
2024-05-12,1361,4922
1999-08-03,1634,1308
1989-04-01,1643,1594
1996-02-11,1548,3091
1996-09-22,935,987
2015-07-27,1322,3746
1977-03-15,101,807
2019-02-22,1123,4183
2017-07-04,664,4790
1982-02-13,1564,3515
1988-10-06,1869,1056
2017-01-06,1227,974
1991-10-10,740,4913
1972-04-17,342,4608
2005-11-21,147,4326
2018-07-04,26,2739
1980-10-24,163,3726
1994-08-26,1719,3621
1980-06-15,1803,2216
1983-10-25,1779,687
2000-08-14,1376,627
2014-11-25,962,1066
2002-02-01,185,2544
1994-08-26,297,4212
2012-12-27,2055,3988
1992-01-19,347,4026
2021-07-10,960,2372
1973-11-13,560,3039
2010-04-15,1872,3362
2016-09-28,2099,1040
1983-12-30,521,115
2010-04-15,147,2429
1988-01-01,1454,3570
1980-08-09,1762,2573
1988-11-17,1030,4866
1999-08-03,1821,2629
1981-02-11,457,858
2017-08-26,268,3097
2006-12-31,1050,1426
1996-09-22,152,3807
2018-04-02,1163,4866
1973-02-15,1326,3316
2021-11-23,858,4750
2018-06-05,493,4651
1991-03-15,1716,1520
2007-04-09,228,1394
2002-12-03,36,3915
1983-04-29,1811,3146
2000-01-03,1766,4858
1983-01-09,1472,4276
1995-08-10,778,3412
1973-04-18,1542,2289
1982-08-28,783,2764
1975-09-11,1009,1881
1976-03-06,1271,1493
1978-05-03,1962,3841
1987-11-10,1558,2829
1978-07-30,1875,2318
2012-06-28,174,4373
2014-07-11,1125,1114
1987-07-12,34,2291
1976-03-01,972,1335
1975-06-05,157,571
1979-02-12,1346,4834
2025-04-19,1442,1883
2003-03-25,792,2904
1985-04-06,528,3511
2002-05-24,965,2112
1979-02-12,901,2952
1979-06-13,1068,3754
1990-10-22,1624,4506
2006-10-20,1578,340
1971-04-12,1399,4915
1984-12-31,1918,1338
2007-04-14,264,3499
2014-12-01,302,1079
1973-02-15,1186,4999
1988-04-28,1872,4851
1971-05-27,1942,3761
1982-03-06,2064,3368
2020-10-29,1673,4578
1986-01-29,951,833
2019-01-20,245,2118
2014-02-13,2082,2393
2022-07-01,565,881
1980-09-13,144,4236
1983-02-07,2057,2253
2002-02-01,1251,2777
2008-11-23,1420,2857
1993-08-24,1081,2236
1975-01-11,1342,5030
2016-12-26,1603,4741
2018-03-18,1010,4625
1970-08-19,888,4514
2014-12-01,1848,297
2017-06-12,1111,3396
1988-07-05,1873,1850
1987-05-22,670,4200
2019-12-22,1001,2051
2009-12-29,1081,84
1985-10-13,789,4912
2005-09-06,120,847
2015-02-08,1772,1131
2009-12-29,1731,1865
1999-08-23,1992,3962
2013-09-14,2052,3755
2002-05-27,1507,2405
1999-04-07,848,3690
1973-04-18,448,3424
2009-10-13,1735,333
2016-10-30,171,2488
1983-02-01,677,3716
1979-05-21,1009,4422
1987-07-12,130,2916
2005-03-19,543,507
1985-03-22,169,850
2015-04-24,342,4876
1971-04-05,1548,2813
2001-02-24,877,4159
1987-11-07,84,4448
1987-05-22,1730,3121
1998-09-11,1489,2778
2018-02-24,847,3912
1976-08-22,671,3333
1990-12-22,1033,394
1985-10-13,942,3693
1984-03-06,1328,3530
1992-05-21,1403,681
2022-10-08,2080,3853
1996-07-14,1269,3643
2006-10-20,1210,3387
2014-03-19,1097,4789
1999-08-23,910,1934
1973-09-16,1275,3840
2018-04-08,1240,1037
1993-08-24,463,688
2010-06-21,381,3118
1996-05-09,817,1072
1972-05-28,1388,1474
2016-03-23,345,3991
2008-08-28,1506,4603
1982-08-16,718,3587
1976-04-08,1321,3204
1983-12-08,1456,3510
2003-12-04,1604,2032
2012-06-28,875,2333
2009-10-25,1339,1278
2006-05-30,561,2410
2008-08-28,2075,2448
2011-10-25,411,2104
1976-03-01,674,1811
1986-03-10,947,3683
1980-08-13,1097,4558
1983-01-09,1062,3046
1983-01-09,861,3710
1985-04-06,1407,1698
2005-04-16,335,2774
1985-08-07,190,858
2026-01-25,918,3148
1973-03-25,515,1882
1972-06-09,1107,4408
2003-03-31,1374,3419
1986-06-14,1798,817
2019-12-22,863,3138
1981-05-27,1935,1588
2001-01-07,790,331
2006-10-20,70,1308
1989-04-03,470,2431
1970-10-22,1164,3103
1970-10-22,1982,2253
1979-11-02,446,5066
1975-07-08,351,1150
2003-11-16,686,3592
2026-03-06,760,1569
1990-05-25,972,4163
2017-02-18,1478,3486
1979-02-15,1916,3813
1977-08-27,486,2480
2018-10-25,1325,1005
2013-03-11,819,58
1994-08-26,68,9
2015-07-27,1580,1906
1973-08-25,1232,2856
1979-05-25,926,661
2013-05-08,1074,2723
1992-05-21,960,4174
1983-07-27,1955,2200
2003-04-30,107,4260
2010-09-19,245,1503
1981-04-04,1919,4548
2011-10-25,105,1013
1977-11-23,902,3958
1998-12-21,1835,4295
2006-07-06,1262,1463
1982-02-17,1066,4900
2016-05-17,548,2575
1971-06-17,1422,1495
2015-07-09,1645,4238
2005-03-19,1160,2404
2011-10-25,1603,1612
1985-06-11,156,2347
1977-03-15,778,1412
1977-08-27,1674,4451
1971-07-11,1101,3355
2002-03-03,1848,1882
2009-11-26,911,4754
2019-01-07,435,2530
2005-07-19,1702,972
2014-02-13,1100,3547
2006-12-22,1792,1820
2002-12-02,107,4402
1975-07-13,777,3303
1973-06-13,933,4572
1979-09-08,250,2075
1988-10-04,546,2896
1977-08-27,132,2677
1997-07-19,641,4546
2018-03-18,978,2390
1988-07-06,210,1376
2004-10-03,1138,3683
2025-09-27,1836,769
2021-05-02,670,4961
1999-04-25,729,3439
2008-02-29,1042,3838
1971-06-17,1221,1775
1993-11-21,879,950
2024-10-11,1414,2537
1984-09-19,1011,4478
1991-03-06,1237,2305
2002-08-29,569,42
2024-03-04,1252,1850
2021-11-23,740,1660
1971-10-17,1354,3244
1989-07-03,516,4664
2009-12-21,748,3932
2024-06-06,21,2743
2014-11-02,486,457
2013-05-08,1635,5088
2002-08-29,144,924
1992-01-19,1254,4508
2012-06-28,399,2138
1972-06-09,2051,3503
2001-11-18,1106,1653
2018-07-04,1450,2768
1970-02-16,1447,2033
2005-07-19,1664,2482
1988-11-19,233,377
2022-09-19,35,2725
1994-09-26,342,4643
1973-01-07,241,2968
1973-06-09,984,306
2005-06-30,515,513
2021-11-23,1716,5013
1970-05-03,391,4767
2017-07-04,1198,1112
1974-11-25,1440,4323
1989-04-03,1999,1955
1983-07-27,204,2667
2003-12-16,1653,3882
2011-01-23,1942,4645
1976-04-08,206,4760
1995-12-04,1311,4966
2000-04-09,928,4976
1980-09-13,1449,151
1975-06-05,456,2250
2024-06-10,253,3396
1988-04-28,334,1481
2013-08-12,1934,2385
2022-09-19,1701,2063
1971-10-17,124,3740
1972-08-18,1779,771
1971-04-05,437,3970
1999-06-09,1969,4382
2018-12-28,1098,1703
1984-12-31,110,4808
1997-02-10,1757,88
2016-10-20,69,3607
2005-02-17,848,3640
2002-02-01,1466,3933
1985-06-13,823,909
1973-11-24,605,2917
1979-06-13,2026,573
1971-04-05,2066,907
2001-11-18,1467,2479
2002-03-03,859,2955
1973-06-09,583,2155
2009-12-21,1419,3192
2004-01-08,1173,579
2006-12-31,827,3128
1976-03-05,225,583
1996-05-09,1505,611
2024-03-27,2003,2933
2017-01-06,1361,896
2006-08-02,1063,3849
2016-12-26,527,4261
1979-06-13,1475,2335
2014-02-13,1077,4532
2021-07-10,1502,1455
1971-07-24,1922,4106
2022-10-08,18,953
1979-05-21,1262,4846
2009-04-20,160,2523
2019-03-06,1579,1493
1997-07-19,1771,363
2012-01-10,1806,1390
2005-02-17,246,3869
2007-09-08,1146,4556
1993-04-22,1135,2856
1973-11-24,1707,4364
1991-08-02,321,5069
2012-12-10,953,4899
1979-12-04,1261,1425
1994-11-12,1311,1621
1973-03-30,1427,4875
2019-03-06,818,4285
1972-08-18,1734,1599
1985-08-07,848,3803
2018-04-02,1105,4757
2019-03-06,715,4366
2002-12-02,864,4348
2019-10-17,1161,4921
1983-03-27,349,3135
1995-08-30,734,1536
2002-02-01,293,4557
2008-11-12,1359,20
2006-10-20,613,779
2003-08-09,1370,2948
1981-10-27,354,5077
1984-01-06,520,989
1975-01-26,1624,4423
1992-05-27,613,4238
2006-12-31,83,5004
1994-09-15,468,354
1987-07-29,60,3702
1995-12-04,1522,2058
2016-08-01,1378,1096
1992-09-16,1071,3692
2006-07-06,832,1125
2008-11-23,105,564
2022-07-01,650,4691
1996-05-04,1834,2340
2003-01-28,1890,1971
1979-11-15,1901,4686
2008-11-12,1192,1389
1987-02-03,1099,2897
1984-09-19,1475,894
1980-01-01,610,1044
2008-11-23,296,4305
1996-01-06,1441,2039
2003-05-25,640,1148
1985-10-13,241,4941
2004-02-05,1496,1659
1981-05-27,1354,2823
1993-08-24,525,2180
2020-06-10,642,1163
1995-09-09,1304,2492
1988-07-06,690,2169
1990-09-15,722,815
1995-07-13,1513,775
1976-05-05,1862,3883
1977-03-20,705,663
1996-09-06,344,3619
1990-06-27,1647,4699
2000-09-27,113,3036
1993-08-07,923,3636
1985-10-13,1561,3030
1996-09-06,75,2101
2015-11-02,1271,3178
1996-04-08,1073,3182
2003-12-16,1669,4598
2003-11-16,286,1779
2015-04-24,1245,3377
2002-08-29,1067,1298
2020-04-21,1907,3592
1990-10-22,1946,4106
1996-03-08,584,4805
2017-09-09,1058,3272
1974-12-20,932,2783
1995-08-10,1194,2627
1992-05-21,729,3172
1974-10-18,1859,34
2016-04-11,411,5068
1979-12-04,1817,216
2025-04-29,683,3773
2000-04-09,860,4618
2010-06-21,775,1855
1978-11-23,577,459
1981-05-27,290,1247
2005-07-19,1203,3974
1984-05-31,1364,2084
2016-12-26,803,1663
2021-01-17,1013,3621
2012-12-10,1144,2980
1974-01-30,1433,3129
2008-08-28,1392,345
2006-08-31,1625,3126
1997-07-18,1396,3741
1996-06-19,110,1083
2016-10-30,1180,3047
2016-03-23,912,4023
1988-07-04,1301,2185
2012-06-11,1626,1781
2018-04-08,1123,4678
2007-04-09,647,2935
2006-08-02,381,1571
2017-12-12,376,1643
1985-03-22,1653,1788
1997-07-18,466,2096
2002-01-27,229,2136
1985-08-07,786,3916
2018-08-19,1271,2040
1996-04-08,750,2649
1980-01-01,758,2459
2008-04-13,446,3624
1986-11-19,1490,922
2026-02-19,1460,2447
2025-12-03,297,1595
1988-12-09,756,52
1989-04-03,1256,3574
2014-07-03,792,602
2025-04-19,1674,881
1993-03-26,686,4746
1971-08-01,1526,1018
1997-02-10,21,1407
2020-10-29,1027,2326
2003-12-16,674,2661
1973-08-25,1153,3469
2026-03-06,446,685
1996-05-09,1078,3707
2003-03-25,2059,4470
1996-04-08,2091,86
2005-06-30,1073,669
1971-10-28,746,3476
2019-10-17,1573,2762
2004-09-16,1436,2494
1976-03-06,1415,1999
2014-06-21,1240,1792
2007-09-08,1669,2056
1979-08-20,1563,1567
1982-02-13,487,292
2009-10-13,73,3864
2019-03-06,713,2780
2019-06-11,1868,2959
2011-12-12,2008,2443
1977-11-23,411,2749
2014-02-13,483,4943
2000-10-28,1589,1612
2009-10-13,1850,3140
2016-05-17,1775,1011
2002-04-16,1140,196
2005-09-06,932,774
2003-01-28,2047,2848
1997-07-19,1054,2963
2000-08-14,1938,160
2004-02-05,1001,4126
2016-05-17,2071,824
1972-08-18,217,29
2009-02-02,793,1129
2011-10-25,64,3095
2024-06-10,1841,2167
1978-11-23,327,1446
2006-08-02,421,2165
2011-12-12,1981,2739
1970-04-30,1986,3299
1981-11-30,2071,566
2021-12-10,12,4948
1990-09-15,1251,1676
1976-03-06,1457,4240
1971-10-17,2051,1427
2008-08-28,808,2274
2013-03-11,1554,3439
1990-10-05,591,4426
1990-09-15,1370,1375
1976-08-22,1083,3633
2008-11-23,1404,922
1997-04-30,1998,3148
2003-05-25,176,4087
1988-07-04,15,346
1986-08-02,1812,2239
2017-05-06,737,2183
2011-08-17,1947,2173
1990-02-21,1047,2430
2010-06-21,302,115
2009-04-20,1347,4061
2014-12-01,508,2215
1971-05-27,157,1019
1986-06-14,113,4676
2000-10-10,108,1110
1994-08-26,1169,4466
2009-10-25,961,1562
1982-03-28,288,982
1980-06-15,1089,3367
1982-02-17,1186,2718
1984-05-31,143,4511
2017-12-12,1378,1150
2002-01-18,1881,4335
1988-11-19,978,4748
2023-10-21,82,4560
1990-06-27,1470,3629
1971-07-24,151,1661
2024-06-19,1400,3962
1996-09-06,795,3991
2008-07-22,1727,4237
