Realise
numero,refOrganisme,codeMembre,idMachine,idEntretient
47384,5,94224,685,435
6203,1,38744,2022,486
25269,3,91850,68,363
26302,3,16501,2056,390
48777,4,84356,1881,337
32605,6,36254,2178,759
21941,8,91474,320,392
44597,5,42266,399,753
27586,1,21507,1282,196
4333,5,84992,1500,197
8422,10,83140,564,712
29356,10,56062,2049,366
8723,3,75009,2003,530
32328,6,63338,820,443
42902,6,78605,1869,103
29807,9,86354,1565,944
30015,8,39832,1440,746
30979,6,35454,2312,360
28699,10,30404,438,415
25302,10,70626,2412,310
37027,9,35331,300,688
23151,3,63810,1896,370
19164,8,38233,6,250
1165,2,31646,1554,949
11095,10,52054,519,712
13976,3,19118,853,116
2853,10,43131,1263,319
25064,6,64081,1814,414
25336,2,69168,126,986
7658,7,29928,925,164
26701,8,77157,909,857
18302,10,88359,1064,213
31936,10,52515,1489,457
25685,7,64445,829,963
42441,5,98800,650,965
25898,2,59023,1899,584
21156,9,31317,57,398
1809,4,27222,7,754
49766,7,28441,131,98
44985,6,65333,426,424
49257,3,95421,2408,20
42223,9,32983,817,270
31497,8,39943,381,356
3591,8,89147,1553,84
25985,3,19984,669,489
14534,10,20612,124,457
37560,7,90006,1052,499
15695,2,65117,1951,297
38355,10,79711,2256,393
9537,6,79477,415,847
34628,10,90305,1648,870
4652,1,28270,950,757
4215,8,93165,796,674
39995,5,76734,59,143
787,5,52955,469,650
11866,2,19238,193,899
4513,2,20518,2276,927
8623,9,51558,877,854
23230,7,93756,375,130
15409,1,17057,1980,172
16389,10,83350,2004,154
18403,4,19798,1997,926
41051,6,90952,1790,245
40022,5,66029,2372,983
31385,10,98314,2085,764
38143,5,89588,832,326
43874,2,79118,1490,570
15298,9,86046,818,23
11149,2,18127,1587,432
27162,9,15842,379,65
32487,4,30726,2279,812
23029,3,73518,61,998
44598,3,95366,400,819
36728,5,74499,2024,867
34512,7,82239,323,113
27785,4,45172,1533,79
11586,2,90353,1111,571
4775,10,77911,1824,318
1128,3,35068,2179,754
18630,9,93666,390,89
11984,2,70906,2480,281
3785,2,95043,1597,130
37510,5,75197,1863,576
15297,3,25737,1558,135
5936,3,36645,1248,516
46669,9,43444,1739,292
42175,6,67309,928,222
34513,6,58252,324,21
31857,4,80645,2360,690
21632,6,12385,1957,396
356,4,43542,1111,338
13184,1,47644,1024,359
47798,4,30158,823,136
25129,10,50547,144,481
22443,1,48489,1977,210
10830,6,61374,1007,480
9551,7,67100,1713,212
48633,5,40855,716,850
39517,7,61455,774,848
4497,3,16995,85,596
10113,7,47881,293,537
17617,8,89556,553,966
49806,3,26383,575,916
14137,2,94196,1710,591
4230,10,52803,464,27
30106,7,87918,435,0
31201,1,97939,982,711
3481,4,18457,1172,697
19127,8,58544,1380,114
16319,4,78433,2489,117
27238,10,64853,38,963
2171,1,16109,877,732
8994,7,60931,1400,544
47773,8,99465,1471,454
8769,10,28569,519,559
35920,5,32684,614,240
15898,6,15014,1987,646
8942,9,17945,921,82
39434,9,96544,1283,689
22018,1,47066,2284,887
14866,5,97079,1896,801
3674,9,42781,2352,250
41386,7,86476,114,301
24813,3,97432,1099,217
16529,10,42586,717,393
224,1,33809,2313,24
12593,3,16673,149,165
36593,7,23973,316,62
7029,10,37366,2206,174
40196,1,67990,1422,143
8133,3,66493,81,144
45305,7,85674,155,830
38196,5,23220,875,19
36057,4,37085,885,708
18198,8,49658,98,50
34557,4,87289,1072,11
49851,9,54937,669,975
15649,6,44528,2401,602
39075,10,68041,632,304
16437,8,32583,1242,737
38567,5,31159,325,142
19233,2,35721,1630,152
44980,6,79444,2435,9
6321,1,52474,63,870
6521,1,58349,2493,688
30085,4,49355,2479,892
3354,9,50731,690,670
28370,6,53845,1242,846
15527,9,86147,1288,734
15133,9,82084,1096,304
6516,6,99989,417,970
12383,10,46400,2301,623
15595,4,98936,951,324
13785,8,25189,533,802
49264,2,42004,873,809
21697,5,66350,1758,565
907,8,89262,1310,120
34389,4,17570,538,746
42818,9,75451,1662,869
45570,7,95502,1468,63
13921,3,25162,1045,95
19479,9,63124,2047,657
33150,8,73158,158,858
14330,2,44152,2188,298
35227,1,74509,593,707
18972,5,28927,1902,27
4785,4,80452,1158,9
5256,10,98337,2106,768
28439,8,53450,1463,739
24547,1,21689,2245,785
3188,3,57983,1685,2
25093,1,63679,2408,547
25282,9,40758,984,918
4219,7,53504,1262,995
31696,1,20028,1613,471
45578,8,31282,1101,699
22420,7,19523,789,363
33880,3,99595,2166,291
49662,6,18069,769,98
49462,8,90940,662,55
33338,6,56699,562,260
6320,7,31310,2235,85
21613,9,94495,1434,90
39982,2,23511,1644,403
17646,2,58802,1895,658
12045,6,93069,2159,700
21186,2,40147,436,422
13181,1,58608,2432,597
27884,2,35044,1079,297
432,2,26869,1330,697
16087,8,71817,1803,9
22133,1,66048,2247,801
1729,7,65138,2277,900
10702,7,84642,1499,944
38359,7,77726,1358,517
27386,10,81366,1802,403
5611,2,90999,289,605
17210,5,66331,215,570
14566,6,13859,1573,967
44540,10,53175,2417,707
17942,3,85701,1108,347
24208,6,45609,363,763
19733,5,36985,707,574
18347,4,96057,1635,11
5566,3,28385,165,658
3965,6,93015,1074,152
30942,8,19808,2040,177
8847,3,81577,696,974
43296,1,18606,2092,716
5070,10,43903,714,728
5047,4,39861,1802,56
13385,5,90018,556,865
1618,2,13530,2053,936
45130,4,81171,1514,597
42374,1,37463,1233,820
11076,9,25189,1154,456
27532,4,50807,2228,534
21935,6,77661,24,996
10821,5,87902,718,262
11104,9,46725,750,42
35695,9,23245,2288,925
25966,5,46290,1673,985
36372,3,65099,2395,949
35153,2,17695,1362,973
8180,8,68904,2097,97
25383,4,39938,791,514
12363,5,89968,40,184
41655,6,48844,154,245
6001,10,80393,2314,503
20406,9,76479,1760,627
3724,9,68770,886,250
26441,3,29371,1375,402
25740,8,81090,296,249
33109,4,48665,2273,284
10316,3,85910,623,510
4180,10,42611,501,476
24302,2,82567,2326,657
16243,10,20730,77,353
16330,8,53358,2331,309
49271,9,17527,1459,355
20047,8,80155,1511,866
3869,8,59790,2003,833
21095,5,60606,359,312
41603,7,54837,2286,338
20805,5,78281,1904,771
45526,3,81277,447,14
27275,5,68669,2234,771
15961,8,25113,36,956
24672,9,33741,1907,75
41085,7,39844,1941,637
47667,4,63174,1080,0
7006,7,27836,2364,851
39412,7,39063,1034,486
14519,10,49260,1296,116
3983,4,66478,821,341
15656,1,13268,1419,428
42285,6,59100,2024,167
43629,7,52383,681,609
19470,5,11967,1066,130
19919,8,95085,582,779
32594,1,42537,424,620
34247,10,56212,1565,211
12245,6,47630,948,969
1782,3,13991,1219,810
27393,10,93823,1023,455
15639,9,18561,1993,12
16632,6,98558,124,420
30906,1,58346,860,269
27728,9,95016,17,457
19781,5,22142,821,718
38341,5,66334,1366,869
5601,5,77681,572,993
1416,4,63948,1194,696
18378,6,22948,542,535
46414,7,30656,638,630
28337,4,38005,660,875
20557,4,56159,1258,110
10796,8,64700,1726,484
22897,2,70022,1626,517
4925,9,18952,1956,936
43293,10,64476,2057,589
4359,4,64950,2229,918
30767,5,32936,1568,666
47885,2,25878,481,393
18793,2,95641,90,121
15454,6,49608,2343,51
41764,6,68327,588,514
19463,4,22990,988,736
48562,7,99827,638,749
16900,8,98405,1209,510
7929,5,45772,523,218
36182,7,31667,415,661
9173,3,23779,2011,757
4175,8,76428,1034,332
29076,4,94213,1372,582
49959,5,64908,2322,891
40477,9,62747,1356,123
25451,9,81358,331,225
39996,6,88417,81,915
24543,5,66739,2213,805
22056,3,81276,834,797
2033,4,98874,281,670
40540,1,70777,2328,467
1963,1,91198,1633,191
661,10,43002,1319,197
31512,9,31470,2399,989
9846,7,70202,442,68
11805,1,62934,145,709
2092,10,91249,776,287
10789,1,40328,188,256
28351,1,45092,1469,82
39955,6,15682,1592,811
36036,6,96949,1757,197
14125,5,37429,263,473
44095,9,89318,119,319
44065,8,12581,840,513
37510,3,84960,825,436
38784,8,15418,503,372
16598,1,48533,896,30
45431,4,46919,1711,373
39959,10,34836,492,483
34070,8,25855,2319,589
32645,1,70765,2257,946
7104,2,18486,1318,371
6824,3,77967,1250,213
32581,4,73976,1857,916
43908,10,25593,809,364
42723,4,99982,74,339
49282,9,59725,1374,330
15498,1,79527,1621,48
23302,10,49478,583,377
47578,9,17619,1018,659
8932,3,91213,714,845
33876,10,92017,838,698
20355,3,45761,135,304
9152,3,95547,1461,279
31710,8,32956,1657,358
43902,10,57737,891,663
44080,3,93145,970,228
5599,9,90941,595,684
8967,1,16116,1858,14
9416,8,59728,119,16
27282,7,34395,870,479
4939,10,85115,357,772
233,3,61949,766,184
8171,4,62702,1555,330
18850,6,15562,2283,547
11136,7,74885,1521,691
19600,2,20441,1917,329
43384,3,26856,1029,477
19038,6,67964,2192,406
37871,2,65901,1011,173
32660,7,43603,1488,605
43568,1,85332,1918,478
37742,4,49608,1071,549
32944,4,62822,1075,142
33469,2,36498,1571,290
13532,5,41141,713,789
22390,6,93359,1999,661
33440,2,71188,1016,422
15645,4,87876,1028,134
11060,10,91523,700,96
34463,7,57029,1925,24
25102,9,71981,2268,982
43930,5,81487,1430,768
10704,3,14646,1215,149
16507,4,62143,156,216
17889,9,87257,387,827
862,10,45390,720,562
14516,3,68784,86,326
41696,2,92482,1548,457
3541,2,40239,1543,711
28124,5,61435,1931,127
21407,5,36653,1171,337
24344,9,75953,1513,658
26370,3,66896,1141,399
34553,9,96242,1405,321
32944,2,72387,1972,205
21308,1,62322,205,22
28549,1,18292,1838,306
40237,2,69863,1316,681
17197,4,58136,511,250
31774,1,72241,245,923
3945,8,71904,2040,708
14658,4,14089,1855,647
42435,1,96193,885,829
35693,10,35867,1242,991
16500,10,78445,1093,371
9787,5,75879,799,468
21436,7,89115,1109,805
16343,8,25269,978,209
14663,7,23148,1127,661
7758,1,94333,687,654
5590,6,55985,2205,532
41813,10,26758,437,408
41077,4,43512,1809,681
16441,9,72045,729,161
25804,6,72899,1659,477
2381,4,28295,2209,164
41913,6,25155,640,31
33534,1,61917,1331,6
18377,4,84694,1975,756
49279,3,85855,1850,160
21237,2,41842,1267,827
6782,3,43512,1756,637
6699,7,45839,2460,549
34307,3,74241,832,683
2571,8,14455,423,280
45999,10,23154,834,221
27241,6,93686,1247,234
15474,10,60417,254,55
46404,4,82362,343,706
49738,5,88587,477,742
1767,3,32409,1373,254
19005,2,23213,237,771
26861,2,19723,1027,45
4718,5,48985,2058,142
47577,8,84277,2093,29
15331,10,21124,1285,407
39763,9,81414,2113,293
19987,1,68148,15,845
4031,3,87824,2163,283
25297,8,91747,1198,621
42786,3,83709,550,95
31428,7,37438,679,943
26669,9,23810,1887,214
33445,3,20210,133,320
33231,2,74167,1388,988
1082,1,72271,630,308
19615,9,42397,483,506
9193,5,59689,1700,465
17606,5,39723,2198,87
3768,1,36876,1865,693
30379,3,29508,579,503
23878,4,31237,1101,573
28276,1,40587,1900,109
44220,7,19007,1536,747
49093,2,34319,1407,31
24814,10,30581,1879,611
48722,7,99575,928,552
13298,4,81659,1211,649
45840,10,73088,1355,894
3444,3,68114,1878,164
48006,6,15944,1907,5
23400,6,93742,248,421
8666,1,23670,2042,833
29329,4,72387,118,537
28917,4,67615,1328,123
21713,2,83119,227,210
27957,1,61613,2390,596
15660,7,78825,2097,738
8489,10,27331,2037,57
31039,8,65312,172,189
23127,9,47781,1199,328
26679,1,17220,187,545
47610,2,63977,1211,143
25271,5,98318,2350,792
41685,6,90025,964,424
25332,5,80563,2460,870
30484,4,79772,1915,624
7270,1,23396,967,627
9947,2,15660,1791,851
43417,3,47347,309,287
25700,7,41348,1571,820
2025,1,67619,911,118
11644,9,11011,1522,309
13893,3,62303,813,304
42823,10,21812,745,460
15322,4,85245,2467,927
26273,6,81417,1240,745
19443,10,87539,676,583
26858,8,67339,2213,131
35543,10,19065,762,10
32194,8,72450,283,439
7702,3,68711,1062,413
7868,9,28197,1412,752
49381,7,64262,254,172
704,5,71970,235,110
16604,2,92064,1839,118
5399,9,34988,1783,618
20656,6,53988,634,472
4493,5,54568,1045,442
5347,5,40024,1277,293
4565,8,33609,1140,455
49563,4,90916,1406,173
12043,3,17373,582,622
38652,8,40381,1342,392
2277,6,89320,1897,890
20628,9,93557,1827,324
15530,1,60216,1544,458
10284,1,68313,2186,76
7956,5,48486,1670,596
14049,6,91269,2297,290
5050,4,64125,1131,334
17690,3,49218,1871,335
34349,7,67058,1707,429
7107,8,69733,907,274
14270,3,92291,616,745
11881,3,81273,2405,551
17265,10,56461,1280,816
39027,3,62697,771,810
8499,3,14295,450,127
25896,10,11529,693,430
23264,9,30859,1563,887
22551,7,28885,1994,650
1555,7,45903,61,996
34200,5,47495,787,876
891,6,69825,368,837
28610,7,63234,903,250
14069,10,35114,143,245
35625,4,92312,2147,19
2118,5,58294,1268,943
24361,6,64087,1137,719
39314,7,72701,1797,39
16618,1,42291,618,772
14731,7,28951,1351,998
45901,10,69232,2226,904
22212,9,37173,1463,422
28272,9,63829,1472,917
851,3,87592,2264,86
12685,6,52803,1902,740
15591,3,42145,432,732
12924,6,31538,508,754
44542,1,39037,126,341
14035,10,83743,1351,741
20011,4,20504,227,452
19494,4,57284,514,628
2440,2,61275,508,48
241,2,33128,1844,468
48371,8,93315,918,452
38532,6,12113,1452,237
28192,3,52774,1795,518
12051,3,11824,895,257
10366,9,59535,2385,954
21919,5,90263,875,354
23185,7,20609,1756,701
37609,7,69137,2153,907
25004,8,81120,2132,865
17805,6,75499,1178,581
15523,9,15835,2245,832
14601,9,82683,831,405
43876,9,70594,1051,447
4516,10,75097,473,289
4641,2,37790,332,114
22427,10,51152,932,920
4193,8,98327,36,641
21932,10,94766,258,642
32411,7,50975,896,431
11976,5,21507,462,173
46100,1,41043,668,20
42126,7,35403,782,192
1849,1,88812,992,385
29575,1,64209,1076,934
2835,2,58112,1126,462
27371,6,73074,2208,258
8257,4,23103,715,990
18076,10,12515,2100,514
46970,5,32563,356,596
22489,3,77302,309,2
42780,1,27900,1670,200
38955,5,16550,1597,549
48766,3,67107,554,971
32648,7,67396,2222,835
10495,6,52602,1975,808
224,6,44871,2403,905
11820,3,72124,2135,660
23631,8,69144,1110,747
6391,1,52878,1896,732
45216,2,25362,1512,196
35708,7,78025,2260,523
36969,7,11162,1002,255
28290,3,84537,975,462
36786,3,84656,1913,927
14394,10,37562,1748,574
23868,1,22394,1214,381
30182,9,70645,1253,587
34378,2,49002,2241,650
27480,5,86557,1123,762
43996,7,35616,1970,880
15646,7,35736,40,745
23449,3,84338,506,998
18583,2,26141,171,854
8865,1,95659,727,449
41120,8,61078,960,424
2286,1,19364,134,31
43200,7,25714,1704,596
14615,5,34299,475,440
47213,10,40300,1370,753
43009,6,85447,1017,189
5007,4,99793,465,510
10395,9,48467,421,47
19615,10,94809,1054,558
45926,7,59428,1265,719
29662,1,47610,801,230
31584,9,56526,419,258
40955,1,84235,2118,975
14294,1,19363,1602,505
109,8,29523,1523,938
17171,6,26970,1642,158
18176,10,19927,291,928
21979,2,83573,1088,110
6475,7,49146,1606,648
39381,3,83113,686,440
6359,5,84679,2428,537
6251,9,32534,1332,857
31322,9,22100,1182,781
28177,2,99798,1346,0
31116,8,67689,249,300
46801,2,91242,2360,259
17487,9,21547,1090,417
6199,4,68331,434,62
32995,6,61093,216,86
24115,10,66718,275,43
48421,3,71612,1629,2
33897,7,76571,2340,187
4031,3,35845,2409,841
1731,5,13344,2460,67
44642,7,30060,1564,670
48182,9,48865,785,430
25564,4,77987,1830,620
32972,9,69070,1642,919
4529,7,50683,1000,389
19745,5,85820,1407,326
40361,4,98109,1739,908
6026,2,20570,1996,398
22507,7,36102,1983,982
2097,9,51948,1267,282
12992,5,35685,281,659
5108,2,76906,1881,129
28396,6,44928,1039,166
10758,10,32649,2429,832
18919,10,12664,2259,339
46409,10,51508,1481,532
46762,7,87677,1522,434
31903,6,37280,653,398
38603,5,50257,709,537
13144,9,84916,1037,389
29835,7,19485,1478,498
9569,6,48712,2222,735
19987,1,49357,2179,351
12165,6,13548,1936,506
9508,3,52496,964,459
799,10,28374,1105,119
8451,10,79801,715,770
40975,9,52708,1472,944
27415,8,86959,193,790
23483,3,49857,1356,382
31602,2,47048,355,808
40087,5,85186,289,918
18180,10,21837,1399,885
3548,3,87379,1400,755
25823,4,36473,865,31
24,8,48089,2181,735
38192,2,35010,1433,155
14063,2,33489,1454,758
7085,6,57533,1886,420
47529,4,33088,1860,961
6658,8,70105,913,194
36188,5,26021,2237,262
503,3,11716,2102,345
2786,3,52474,1680,909
3268,9,63355,2423,824
39122,10,84378,512,644
22126,3,89663,2336,923
20744,1,38271,1477,857
4824,7,25300,1296,864
31380,7,71327,1143,187
15304,1,26869,1808,605
35501,6,54377,2381,99
30912,7,71069,1385,504
39421,7,12076,2261,914
48666,8,97532,1618,909
5862,1,34502,1988,372
13985,4,62591,1459,501
22505,3,95127,1340,530
15750,5,50934,749,286
22605,5,53327,2281,28
40230,3,54643,2059,183
47345,10,96588,1647,879
22870,8,86227,1390,622
25983,1,55307,1599,869
17341,10,67019,114,923
600,4,20297,279,652
24625,7,96418,1409,145
8450,6,44834,2017,928
7873,6,11523,1452,378
30702,6,17001,1572,311
15187,9,24440,368,755
37543,6,63774,1021,198
35998,8,65376,220,737
39553,2,17251,392,43
38518,5,31021,1626,143
8564,6,88690,603,250
31874,2,35782,1001,804
4708,5,62052,673,892
1500,4,84697,338,96
38521,4,83589,1819,293
39565,2,59544,321,120
36498,9,27639,1107,463
17387,7,98487,2073,278
34228,7,23287,1144,155
47728,3,53292,272,51
49867,6,50226,1091,819
28835,5,95208,652,625
37933,9,14196,917,260
23054,6,45680,311,600
8457,1,92055,1427,9
32709,6,55499,2170,317
35768,3,91022,2387,22
24805,6,32773,545,731
13391,9,31062,1215,196
18439,8,85677,1998,984
40162,1,97777,2417,573
33198,6,16190,342,671
46865,5,51911,383,166
14470,6,69784,333,297
8329,10,82848,134,48
28287,2,79302,2405,478
23596,2,33314,306,388
49772,8,57492,995,502
45551,4,44531,1687,977
19630,5,54406,1699,173
22001,8,41141,157,173
41321,5,31636,1627,385
32201,7,22324,1515,992
15990,1,89025,1597,328
30705,1,82610,561,548
42771,6,48610,348,91
25288,10,80720,443,203
44154,1,46642,472,233
44699,1,15126,1404,928
37021,1,60082,617,957
36535,2,20516,820,487
14944,5,36666,2045,638
23544,4,65169,1765,866
45258,6,63941,1606,56
5982,9,78402,2014,162
36658,6,92352,482,425
18008,1,60015,1863,432
48657,2,63313,1150,931
5928,8,32755,2487,48
23906,8,11923,634,695
5806,4,80205,2377,266
5805,6,90554,2375,54
22456,7,84168,1639,852
49534,3,83029,628,395
44879,10,73594,1203,453
45208,3,38105,805,199
26010,1,74479,2340,794
15145,2,45600,193,508
36717,5,15624,2169,434
17445,7,89144,201,316
7912,10,76818,30,281
31572,9,20272,363,510
6096,9,16047,666,281
15532,6,95020,287,51
4363,10,38144,2283,824
46969,4,49548,1352,221
6203,8,52858,1478,603
18321,8,64389,341,28
37333,9,95219,652,418
23004,7,34446,2471,585
46478,6,46918,1069,12
46312,3,52699,310,957
19436,9,56601,2176,831
23860,9,59915,2244,592
20834,3,22961,644,570
47364,6,33505,2296,323
5147,2,48849,463,64
10394,4,78140,1297,388
31246,7,23493,72,570
48263,5,81642,400,796
47247,10,46280,2209,624
46651,2,63538,1938,630
47172,3,46675,1704,182
19225,4,13697,1035,488
3682,5,53927,1228,491
30261,3,56853,2099,680
3235,1,57613,823,445
14370,1,24510,1752,77
28512,5,96597,2401,955
10816,6,81801,2046,274
41355,7,26134,1006,600
15400,10,22629,1443,831
48521,7,60663,2303,773
39754,5,43306,598,899
6121,7,32566,605,484
882,5,12392,2018,478
2480,1,87575,616,726
15428,5,94046,2091,424
47841,6,68837,2118,47
26192,10,85116,1868,86
43457,2,44857,222,273
47470,4,48363,2333,20
10097,3,35345,1532,122
28247,2,94083,949,247
16615,9,91943,2371,925
40969,4,42800,2079,998
42614,9,30277,128,110
2312,7,35538,2392,415
16237,1,83016,2433,286
37492,5,66718,10,690
11880,2,61361,1827,90
47235,4,82750,528,406
44826,7,92160,2410,834
13082,2,47024,1302,336
30850,10,89212,2344,521
25488,2,87358,1160,98
10413,8,82992,2036,24
38897,2,80865,1615,769
35723,5,24510,1432,708
24956,5,61097,1940,392
9860,5,70050,929,908
23313,4,61754,2122,919
12602,8,21507,950,16
26086,10,89202,2141,491
44662,3,70868,586,128
18631,5,67402,1261,103
37634,3,65230,1076,580
35140,9,36684,1726,157
14078,5,46123,1611,106
88,6,52561,496,846
24587,5,62564,28,478
39358,10,54473,50,527
1702,1,37676,1196,751
4710,1,50377,1968,207
41539,10,69958,677,654
8655,10,32760,1647,750
35068,1,88204,1685,900
16074,9,63254,1540,40
6696,7,12129,1544,707
42912,8,57179,441,256
15273,8,47495,527,480
35298,2,76090,965,980
46971,10,25581,1143,96
40445,9,51189,361,8
10876,6,88898,1274,735
31316,10,65611,273,168
4178,3,85536,494,691
34399,6,28758,1375,569
47832,3,18358,1443,358
36598,8,82712,353,526
14990,9,82697,108,211
6546,1,60569,1645,898
20397,3,47507,983,39
10069,7,66095,2047,747
28479,3,61314,545,972
40278,7,18171,1019,771
37069,2,85345,201,417
9565,7,61847,2143,550
22585,10,37455,130,23
40889,6,55009,1874,17
223,6,24011,914,702
31719,3,56604,974,355
42192,2,76017,605,208
23189,5,29520,1688,287
46874,9,56086,1648,16
38223,2,31739,2476,472
36916,6,12842,1134,918
32182,8,52070,1348,400
22508,3,76757,1809,796
6126,8,78264,1339,83
14034,3,55854,1171,672
30767,10,85537,2496,508
13863,5,49531,1649,971
10771,7,43008,684,263
33707,3,96995,178,828
132,6,84798,952,373
20144,5,18152,1845,134
47858,6,75096,312,225
35746,9,82916,1359,390
11990,9,63679,2415,8
20132,7,94786,1017,770
35164,7,33488,1437,898
32597,8,28937,2220,681
48503,6,32215,1963,898
2829,9,43262,2232,629
13008,5,95230,156,82
6919,8,91147,323,702
28901,8,88941,2377,533
25119,6,36106,1283,592
44323,9,19749,900,374
22168,1,78967,2175,273
27845,2,93778,452,276
4686,2,63586,1966,214
38908,7,93063,1261,729
20847,5,25850,1346,507
15369,2,76562,1406,730
20606,5,71813,2277,888
13970,1,79746,180,718
45427,7,20381,1253,761
25082,2,40767,719,324
13071,5,12425,1091,315
33442,10,27243,2113,509
27423,3,82368,862,373
7657,7,28290,2490,564
47514,4,65756,1854,37
13756,9,18754,1156,531
1978,5,69446,2466,924
40750,8,25898,280,671
16378,1,26551,1261,855
30827,9,12236,1641,45
33791,10,24778,2377,852
3583,10,36982,849,198
28078,1,20144,828,56
20280,9,49262,1648,492
14278,10,42398,288,397
11926,7,78200,2127,482
43256,7,32698,2111,291
38978,4,90981,1471,638
7536,10,90390,2196,115
36802,2,79085,1412,762
1523,3,45249,1872,297
39348,9,33801,397,429
23289,5,99134,46,320
15180,10,62050,1140,408
42259,2,29071,580,764
8872,4,43192,572,375
14807,1,77567,319,213
24168,1,37155,1586,832
13639,10,16940,2348,192
36806,4,30346,1656,780
34709,6,15933,460,105
17623,7,43402,400,823
18520,10,34199,1570,381
16162,5,19914,1429,940
735,6,51782,1307,288
28846,10,45779,2073,76
24491,1,80184,1315,373
13673,2,18753,963,642
44119,7,36481,507,373
6104,9,32423,1132,259
29194,4,57650,2210,234
43007,7,43063,848,247
4312,3,17485,1848,897
19729,10,58265,1319,175
37290,7,14724,194,513
49237,9,81076,1869,696
9180,1,45340,515,546
3380,1,40710,17,190
10934,9,86811,1180,302
24163,9,28736,681,205
27766,1,48400,1290,748
17440,7,81726,731,301
17030,7,62245,840,465
19339,6,18091,1227,41
36873,1,77915,1622,917
40699,7,88525,1490,44
46603,7,45151,1272,903
34855,7,53635,1242,277
24860,9,41916,190,172
46560,8,51539,2353,935
34866,10,56988,2211,410
35661,10,66240,284,571
47768,8,49089,1439,798
33993,8,13177,1207,553
720,10,37710,2489,869
7506,8,98729,1187,360
14249,1,70290,1546,108
41610,8,18319,1473,928
40670,4,11935,1196,610
39337,3,25585,1500,246
34622,6,82751,1160,36
34916,2,57982,670,914
5489,3,92266,1920,498
5943,8,22132,168,197
2505,1,78581,1333,462
24210,7,30526,2426,989
16961,6,27354,182,923
3917,2,29865,1413,585
7325,2,59338,544,717
41905,9,94921,1652,402
42662,2,38408,1237,517
26719,1,30505,1663,352
34773,4,62668,312,620
22169,10,41243,2043,144
13147,1,53737,285,872
27753,8,31621,32,976
31250,6,22420,2373,490
48501,8,82962,2262,469
584,1,26727,1336,320
41332,4,19442,2172,11
21571,2,62550,2414,421
26716,2,85754,124,311
46814,10,78430,2369,920
37623,10,74068,1411,614
43439,6,58161,1172,200
24759,4,19936,205,85
47549,4,17544,28,234
45435,3,82764,467,117
1008,1,29380,1136,641
17955,10,49764,882,501
38666,8,15737,2373,219
966,3,93654,2319,379
26228,3,60787,1305,932
33005,5,17386,308,865
36111,7,33269,1225,400
26362,2,78626,2139,145
5020,2,93554,2163,765
9021,8,38409,262,111
30166,8,43099,1028,948
31290,9,30060,1638,374
5997,7,89908,2475,930
16159,10,21562,247,39
241,6,71912,145,248
43913,8,73854,1872,570
40613,6,60781,1248,14
40490,9,71206,530,580
30746,7,24231,941,194
22190,1,98841,1581,762
13886,6,78913,933,305
15708,7,90543,1652,41
9810,3,93239,1332,425
35887,10,72690,1893,663
48681,8,41923,763,893
29974,5,28573,100,937
41261,7,37349,753,532
12647,8,20351,1029,308
18834,10,91689,1822,694
36664,3,33701,1662,187
42198,7,58172,724,595
30963,1,30530,2349,407
13070,7,20235,477,143
12050,2,69282,1640,379
13166,7,53757,937,583
31822,6,53643,1935,782
20347,4,30446,479,351
7637,6,50725,2224,683
41259,10,53929,1622,87
13083,4,84851,394,150
8655,3,52234,1633,578
37359,4,36646,142,225
2948,5,60147,1442,991
2652,1,14199,28,5
9063,2,71791,714,422
32422,9,55055,1862,947
16151,8,28184,973,96
4203,3,71788,1546,410
33704,6,35559,1444,590
12748,2,86802,376,912
42876,6,16353,2334,641
32794,9,85363,2404,0
48897,4,99961,1578,12
32598,2,98438,843,935
18076,7,29774,922,632
46851,7,11321,1871,256
30279,9,63685,1991,483
42220,3,34004,2228,330
47433,4,90409,2075,723
18366,3,49279,992,729
31057,1,21002,2188,813
36600,5,20930,536,925
9134,8,18879,2216,530
48046,9,20083,762,847
32632,6,17664,1242,369
39985,5,84215,757,534
39278,7,36742,154,818
5950,4,92934,480,901
3432,7,87824,2491,105
36048,5,85173,388,615
35086,2,17251,1517,473
44877,2,64663,1827,310
47382,10,58559,1479,713
23394,5,82485,736,662
25025,9,45036,572,620
265,2,61998,466,285
28839,10,67531,418,741
5203,8,69737,592,158
24264,9,72843,1134,833
18649,3,25731,1580,584
7342,3,38002,2342,525
26032,9,90106,831,818
22505,6,78591,1902,606
9001,4,49739,294,837
48203,6,38991,1747,355
43486,10,46724,291,94
10938,9,69665,2219,735
9012,7,99660,2297,583
16292,8,39513,538,514
16367,7,49515,1688,360
45104,3,68993,2029,229
47883,4,66274,1477,595
11636,10,69437,1723,873
45945,6,17208,225,424
18145,4,69822,1771,520
29808,6,39144,924,65
5385,3,51369,1571,112
41508,7,58679,763,217
42690,1,83217,2412,545
16076,2,97377,432,922
24003,5,56019,425,916
5969,7,25206,1690,325
29310,10,31526,249,331
7137,1,68394,2264,373
11877,10,41095,651,658
38914,6,51402,2260,564
10650,1,98700,1867,755
8870,1,30007,1840,478
28197,6,49698,2009,635
34401,6,29914,1801,269
16627,1,96815,528,582
17746,4,43854,1380,737
39994,5,65989,1302,524
5481,9,24090,1104,620
11073,8,96336,455,456
41588,7,65515,957,151
27177,4,75118,1082,612
3951,3,47932,176,8
19606,1,99821,809,463
44286,7,43065,1029,344
