Machine
idMachine,nomMachine
1814,combinée
1815,mini raclette
1816,bon marché
1817,bon marché
1818,traditionnelle
1819,familiale
1820,traditionnelle
1821,familiale
1822,traditionnelle
1823,traditionnelle
1824,multifonction
1825,individuelle
1826,traditionnelle
1827,familiale
1828,electrique
1829,traditionnelle
1830,bon marché
1831,bon marché
1832,familiale
1833,pierrade-fondue
1834,pierrade-fondue
1835,combinée
1836,familiale
1837,electrique
1838,bon marché
1839,combinée
1840,mini raclette
1841,bon marché
1842,electrique
1843,multifonction
1844,electrique
1845,bon marché
1846,individuelle
1847,de table
1848,de table
1849,individuelle
1850,mini raclette
1851,bon marché
1852,familiale
1853,traditionnelle
1854,traditionnelle
1855,combinée
1856,multifonction
1857,multifonction
1858,traditionnelle
1859,multifonction
1860,familiale
1861,multifonction
1862,bon marché
1863,familiale
1864,bon marché
1865,pierrade-fondue
1866,combinée
1867,electrique
1868,combinée
1869,familiale
1870,mini raclette
1871,electrique
1872,pierrade-fondue
1873,bon marché
1874,traditionnelle
1875,bon marché
1876,traditionnelle
1877,individuelle
1878,familiale
1879,familiale
1880,pierrade-fondue
1881,electrique
1882,traditionnelle
1883,mini raclette
1884,traditionnelle
1885,mini raclette
1886,mini raclette
1887,familiale
1888,electrique
1889,electrique
1890,pierrade-fondue
1891,electrique
1892,mini raclette
1893,combinée
1894,mini raclette
1895,bon marché
1896,bon marché
1897,pierrade-fondue
1898,pierrade-fondue
1899,combinée
1900,individuelle
1901,electrique
1902,de table
1903,pierrade-fondue
1904,bon marché
1905,electrique
1906,traditionnelle
1907,combinée
1908,de table
1909,mini raclette
1910,bon marché
1911,bon marché
1912,traditionnelle
1913,individuelle
1914,pierrade-fondue
1915,pierrade-fondue
1916,electrique
1917,individuelle
1918,electrique
1919,traditionnelle
1920,familiale
1921,combinée
1922,bon marché
1923,mini raclette
1924,de table
1925,traditionnelle
1926,mini raclette
1927,multifonction
1928,electrique
1929,familiale
1930,pierrade-fondue
1931,familiale
1932,multifonction
1933,combinée
1934,multifonction
1935,electrique
1936,multifonction
1937,bon marché
1938,combinée
1939,traditionnelle
1940,combinée
1941,mini raclette
1942,multifonction
1943,individuelle
1944,pierrade-fondue
1945,mini raclette
1946,combinée
1947,traditionnelle
1948,traditionnelle
1949,bon marché
1950,pierrade-fondue
1951,individuelle
1952,traditionnelle
1953,mini raclette
1954,de table
1955,de table
1956,mini raclette
1957,mini raclette
1958,de table
1959,pierrade-fondue
1960,pierrade-fondue
1961,pierrade-fondue
1962,bon marché
1963,combinée
1964,electrique
1965,electrique
1966,mini raclette
1967,individuelle
1968,multifonction
1969,pierrade-fondue
1970,mini raclette
1971,mini raclette
1972,multifonction
1973,combinée
1974,pierrade-fondue
1975,pierrade-fondue
1976,familiale
1977,individuelle
1978,electrique
1979,electrique
1980,mini raclette
1981,familiale
1982,de table
1983,mini raclette
1984,pierrade-fondue
1985,familiale
1986,combinée
1987,bon marché
1988,multifonction
1989,combinée
1990,familiale
1991,individuelle
1992,pierrade-fondue
1993,mini raclette
1994,de table
1995,traditionnelle
1996,electrique
1997,familiale
1998,combinée
1999,multifonction
2000,de table
2001,mini raclette
2002,traditionnelle
2003,familiale
2004,mini raclette
2005,combinée
2006,electrique
2007,multifonction
2008,multifonction
2009,combinée
2010,familiale
2011,mini raclette
2012,pierrade-fondue
2013,electrique
2014,traditionnelle
2015,multifonction
2016,bon marché
2017,multifonction
2018,pierrade-fondue
2019,combinée
2020,traditionnelle
2021,mini raclette
2022,mini raclette
2023,multifonction
2024,familiale
2025,familiale
2026,de table
2027,pierrade-fondue
2028,familiale
2029,electrique
2030,bon marché
2031,pierrade-fondue
2032,electrique
2033,pierrade-fondue
2034,pierrade-fondue
2035,electrique
2036,electrique
2037,familiale
2038,combinée
2039,pierrade-fondue
2040,electrique
2041,traditionnelle
2042,electrique
2043,mini raclette
2044,electrique
2045,electrique
2046,familiale
2047,mini raclette
2048,pierrade-fondue
2049,multifonction
2050,traditionnelle
2051,combinée
2052,electrique
2053,traditionnelle
2054,electrique
2055,bon marché
2056,bon marché
2057,individuelle
2058,mini raclette
2059,de table
2060,bon marché
2061,bon marché
2062,pierrade-fondue
2063,traditionnelle
2064,combinée
2065,bon marché
2066,traditionnelle
2067,traditionnelle
2068,multifonction
2069,combinée
2070,multifonction
2071,pierrade-fondue
2072,electrique
2073,bon marché
2074,bon marché
2075,traditionnelle
2076,de table
2077,multifonction
2078,electrique
2079,combinée
2080,mini raclette
2081,bon marché
2082,pierrade-fondue
2083,traditionnelle
2084,de table
2085,pierrade-fondue
2086,familiale
2087,electrique
2088,mini raclette
2089,combinée
2090,electrique
2091,pierrade-fondue
2092,traditionnelle
2093,combinée
2094,familiale
2095,individuelle
2096,traditionnelle
2097,familiale
2098,pierrade-fondue
2099,combinée
2100,electrique
2101,de table
2102,pierrade-fondue
2103,bon marché
2104,individuelle
2105,mini raclette
2106,bon marché
2107,familiale
2108,pierrade-fondue
2109,de table
2110,de table
2111,pierrade-fondue
2112,pierrade-fondue
2113,individuelle
2114,de table
2115,mini raclette
2116,traditionnelle
2117,bon marché
2118,pierrade-fondue
2119,multifonction
2120,pierrade-fondue
2121,mini raclette
2122,combinée
2123,combinée
2124,individuelle
2125,electrique
2126,multifonction
2127,traditionnelle
2128,traditionnelle
2129,individuelle
2130,multifonction
2131,bon marché
2132,traditionnelle
2133,multifonction
2134,multifonction
2135,traditionnelle
2136,multifonction
2137,electrique
2138,bon marché
2139,de table
2140,pierrade-fondue
2141,familiale
2142,bon marché
2143,pierrade-fondue
2144,bon marché
2145,combinée
2146,electrique
2147,individuelle
2148,familiale
2149,de table
2150,individuelle
2151,individuelle
2152,combinée
2153,traditionnelle
2154,de table
2155,familiale
2156,mini raclette
2157,electrique
2158,individuelle
2159,familiale
2160,traditionnelle
2161,pierrade-fondue
2162,traditionnelle
2163,mini raclette
2164,familiale
2165,pierrade-fondue
2166,traditionnelle
2167,bon marché
2168,traditionnelle
2169,electrique
2170,combinée
2171,traditionnelle
2172,bon marché
2173,traditionnelle
2174,mini raclette
2175,traditionnelle
2176,de table
2177,combinée
2178,bon marché
2179,traditionnelle
2180,de table
2181,combinée
2182,multifonction
2183,electrique
2184,mini raclette
2185,mini raclette
2186,mini raclette
2187,traditionnelle
2188,multifonction
2189,traditionnelle
2190,pierrade-fondue
2191,familiale
2192,familiale
2193,electrique
2194,multifonction
2195,pierrade-fondue
2196,de table
2197,pierrade-fondue
2198,pierrade-fondue
2199,traditionnelle
2200,multifonction
2201,multifonction
2202,pierrade-fondue
2203,familiale
2204,familiale
2205,de table
2206,mini raclette
2207,de table
2208,combinée
2209,bon marché
2210,mini raclette
2211,bon marché
2212,de table
2213,individuelle
2214,familiale
2215,traditionnelle
2216,familiale
2217,de table
2218,bon marché
2219,bon marché
2220,electrique
2221,mini raclette
2222,multifonction
2223,electrique
2224,pierrade-fondue
2225,electrique
2226,individuelle
2227,bon marché
2228,bon marché
2229,individuelle
2230,familiale
2231,bon marché
2232,bon marché
2233,pierrade-fondue
2234,mini raclette
2235,mini raclette
2236,familiale
2237,bon marché
2238,traditionnelle
2239,combinée
2240,traditionnelle
2241,multifonction
2242,bon marché
2243,traditionnelle
2244,familiale
2245,pierrade-fondue
2246,individuelle
2247,electrique
2248,electrique
2249,combinée
2250,combinée
2251,individuelle
2252,combinée
2253,mini raclette
2254,traditionnelle
2255,mini raclette
2256,mini raclette
2257,familiale
2258,familiale
2259,individuelle
2260,individuelle
2261,familiale
2262,familiale
2263,mini raclette
2264,pierrade-fondue
2265,de table
2266,multifonction
2267,mini raclette
2268,electrique
2269,electrique
2270,de table
2271,individuelle
2272,familiale
2273,familiale
2274,multifonction
2275,multifonction
2276,traditionnelle
2277,familiale
2278,multifonction
2279,traditionnelle
2280,multifonction
2281,bon marché
2282,individuelle
2283,pierrade-fondue
2284,electrique
2285,individuelle
2286,mini raclette
2287,pierrade-fondue
2288,multifonction
2289,combinée
2290,de table
2291,de table
2292,familiale
2293,multifonction
2294,pierrade-fondue
2295,multifonction
2296,bon marché
2297,individuelle
2298,traditionnelle
2299,combinée
2300,combinée
2301,combinée
2302,mini raclette
2303,individuelle
2304,individuelle
2305,de table
2306,combinée
2307,electrique
2308,traditionnelle
2309,de table
2310,de table
2311,combinée
2312,bon marché
2313,de table
2314,electrique
2315,individuelle
2316,individuelle
2317,combinée
2318,familiale
2319,bon marché
2320,pierrade-fondue
2321,traditionnelle
2322,pierrade-fondue
2323,familiale
2324,de table
2325,individuelle
2326,individuelle
2327,mini raclette
2328,mini raclette
2329,de table
2330,multifonction
2331,de table
2332,multifonction
2333,multifonction
2334,de table
2335,mini raclette
2336,de table
2337,de table
2338,traditionnelle
2339,familiale
2340,mini raclette
2341,de table
2342,bon marché
2343,bon marché
2344,de table
2345,de table
2346,familiale
2347,de table
2348,bon marché
2349,individuelle
2350,multifonction
2351,traditionnelle
2352,pierrade-fondue
2353,combinée
2354,electrique
2355,individuelle
2356,mini raclette
2357,combinée
2358,traditionnelle
2359,combinée
2360,multifonction
2361,de table
2362,multifonction
2363,bon marché
2364,bon marché
2365,combinée
2366,individuelle
2367,pierrade-fondue
2368,traditionnelle
2369,electrique
2370,pierrade-fondue
2371,combinée
2372,de table
2373,mini raclette
2374,traditionnelle
2375,traditionnelle
2376,combinée
2377,electrique
2378,traditionnelle
2379,pierrade-fondue
2380,individuelle
2381,multifonction
2382,electrique
2383,familiale
2384,mini raclette
2385,individuelle
2386,bon marché
2387,combinée
2388,combinée
2389,combinée
2390,traditionnelle
2391,individuelle
2392,familiale
2393,electrique
2394,pierrade-fondue
2395,multifonction
2396,multifonction
2397,bon marché
2398,pierrade-fondue
2399,multifonction
2400,multifonction
2401,familiale
2402,de table
2403,de table
2404,individuelle
2405,electrique
2406,familiale
2407,combinée
2408,traditionnelle
2409,de table
2410,traditionnelle
2411,electrique
2412,pierrade-fondue
2413,de table
2414,de table
2415,individuelle
2416,de table
2417,pierrade-fondue
2418,bon marché
2419,de table
2420,familiale
2421,electrique
2422,familiale
2423,pierrade-fondue
2424,de table
2425,de table
2426,bon marché
2427,multifonction
2428,bon marché
2429,traditionnelle
2430,traditionnelle
2431,multifonction
2432,individuelle
2433,mini raclette
2434,individuelle
2435,bon marché
2436,bon marché
2437,mini raclette
2438,multifonction
2439,de table
2440,multifonction
2441,multifonction
2442,familiale
2443,de table
2444,pierrade-fondue
2445,pierrade-fondue
2446,pierrade-fondue
2447,familiale
2448,multifonction
2449,familiale
2450,de table
2451,mini raclette
2452,multifonction
2453,combinée
2454,familiale
2455,multifonction
2456,electrique
2457,combinée
2458,de table
2459,electrique
2460,traditionnelle
2461,individuelle
2462,multifonction
2463,de table
2464,mini raclette
2465,multifonction
2466,bon marché
2467,familiale
2468,electrique
2469,familiale
2470,electrique
2471,individuelle
2472,multifonction
2473,multifonction
2474,combinée
2475,electrique
2476,electrique
2477,traditionnelle
2478,individuelle
2479,de table
2480,traditionnelle
2481,bon marché
2482,combinée
2483,pierrade-fondue
2484,pierrade-fondue
2485,familiale
2486,combinée
2487,multifonction
2488,pierrade-fondue
2489,pierrade-fondue
2490,electrique
2491,bon marché
2492,multifonction
2493,combinée
2494,multifonction
2495,pierrade-fondue
2496,traditionnelle
2497,familiale
2498,bon marché
2499,pierrade-fondue
